rid,fecha_dictamen
383,17-06-1990
386,10-05-1999
391,21-09-2018
396,30-12-1969
398,26-11-2009
400,26-12-2015
404,15-06-1985
406,14-05-2003
407,20-10-2007
411,27-02-2019
413,08-05-2016
414,25-12-2012
416,28-03-2018
420,04-04-2016
421,15-02-1996
422,25-03-2005
423,31-07-2014
426,25-07-2013
427,17-07-2018
428,31-10-2014
438,04-08-2010
442,10-08-2012
443,16-08-2014
447,16-05-2019
449,27-01-1994
453,27-10-1995
460,04-11-2003
461,12-01-2013
463,10-04-2004
466,24-06-2018
470,30-08-2019
475,24-03-2010
478,01-04-2015
479,27-05-2019
483,17-04-2007
487,29-04-2019
495,28-07-2018
498,02-07-2014
499,20-05-1999
500,16-02-2019
502,23-07-2016
512,11-04-1994
513,17-02-2019
515,21-08-2016
522,08-12-2016
529,23-04-2014
530,22-10-2010
534,26-04-2002
538,12-03-2012
541,07-09-1997
542,06-04-2019
543,25-08-2004
546,23-01-2010
550,03-04-1994
555,21-02-2007
563,18-01-2015
564,16-09-2012
565,10-07-1995
570,12-05-1982
573,27-04-2015
586,20-04-2019
588,24-01-2000
589,26-01-2007
590,04-02-1995
591,24-11-2008
592,15-07-2018
596,09-08-2019
597,11-04-2018
599,26-04-2013
600,23-08-2015
606,08-12-2016
607,30-06-2002
615,16-03-1994
620,07-01-1985
623,30-10-2017
625,27-07-2004
627,02-06-1999
628,25-04-2009
633,26-06-2001
634,25-09-1984
635,05-05-2016
636,25-11-2017
640,13-03-2019
642,27-08-2019
648,14-10-2018
651,03-12-2018
654,22-09-2018
658,27-07-1999
661,25-09-1993
662,16-11-2010
670,03-05-2010
671,23-03-1995
672,06-12-2014
675,03-04-2019
678,23-04-2011
680,14-12-2018
683,20-11-1992
686,31-03-2019
692,28-09-2004
694,23-07-2001
695,18-10-1997
701,08-07-2017
702,30-01-2018
710,21-12-1995
715,29-12-2018
716,12-10-2017
717,24-06-2017
721,13-02-2017
727,25-06-2004
728,11-05-1982
730,14-09-2018
735,30-05-2009
744,24-09-2012
745,27-12-2015
748,21-08-2017
751,05-07-2011
754,24-05-2019
755,05-09-1985
757,01-10-2003
760,01-02-2017
767,17-10-2015
775,01-06-2019
777,03-09-2012
778,20-06-2015
779,27-06-2019
784,03-11-2017
787,11-08-2019
788,20-06-2019
790,20-11-2009
797,15-05-2015
800,08-05-2019
809,30-11-2018
816,28-05-2006
818,01-03-2017
820,28-07-2017
821,01-12-2009
824,16-06-1997
825,13-03-2018
827,13-09-1994
833,06-10-2016
834,03-07-2019
835,06-05-2017
836,12-01-2011
837,03-01-2003
838,22-11-2015
843,16-05-2014
844,21-06-2018
845,08-08-2018
852,04-10-2016
855,04-08-2016
857,25-07-2019
865,10-08-1990
869,07-07-1996
880,14-05-2017
884,03-07-2016
885,26-06-2016
886,03-04-2019
887,24-02-2019
889,03-06-2013
892,17-09-2009
893,25-08-2011
903,14-08-2014
904,24-03-2016
905,06-02-1976
907,23-05-2017
908,30-10-2018
909,21-09-2014
912,23-11-2017
914,29-08-2012
915,13-01-2014
916,19-04-2012
917,18-02-2010
919,23-07-1985
925,18-05-2019
926,07-07-2014
927,08-07-2019
929,29-07-2019
933,08-04-1987
936,15-08-2018
937,09-06-2012
938,15-12-2014
939,16-07-2017
942,27-01-2015
946,13-11-2018
949,07-08-2019
951,12-04-2007
954,01-08-2012
960,14-12-2016
967,29-11-2010
968,02-08-2018
970,31-03-2001
972,05-07-2010
976,29-06-1990
980,07-04-2019
983,15-04-2019
985,16-06-2017
993,23-03-2017
1013,10-08-2019
1014,13-03-2002
1015,19-11-2016
1017,09-10-2017
1019,04-03-2016
1023,26-04-2010
1029,22-12-2005
1030,09-01-2015
1032,19-08-1980
1037,11-12-2006
1045,13-08-2012
1050,18-05-2001
1055,08-10-2009
1056,24-08-2016
1057,06-03-2009
1064,23-05-1993
1067,11-01-2013
1068,12-02-2016
1079,10-01-2015
1081,10-04-2016
1082,10-07-2018
1085,29-09-1992
1090,19-09-1999
1094,24-06-2019
1095,24-07-2015
1097,24-08-2018
1099,08-07-2007
1100,20-11-2007
1101,18-06-2018
1107,10-04-1970
1109,05-05-2014
1110,08-11-2018
1117,17-08-2019
1119,23-07-2011
1120,27-01-2018
1124,30-11-1996
1127,13-06-2012
1130,16-12-1979
1132,02-03-1999
1134,08-08-2019
1136,20-08-2019
1138,28-08-2019
1140,04-09-2000
1143,12-09-2014
1144,28-07-2000
1147,15-09-2018
1150,15-11-2005
1151,08-10-2017
1153,28-07-2019
1155,05-07-2015
1157,06-12-1994
1159,15-12-2000
1164,12-08-2019
1165,03-03-1994
1168,07-04-2016
1170,18-10-2014
1176,07-09-1997
1177,31-07-1994
1181,18-02-1999
1185,03-07-2005
1187,12-05-2017
1189,09-02-2001
1191,18-12-2011
1193,30-08-2017
1194,25-01-2010
1197,18-02-2015
1200,22-06-2017
1202,26-08-2019
1203,14-02-2003
1211,17-10-1996
1213,16-06-2002
1216,05-03-2016
1221,21-02-2019
1226,01-07-2011
1227,06-09-1996
1229,27-12-2017
1230,18-11-2012
1234,12-08-2019
1235,27-08-1992
1238,13-12-2016
1242,26-11-2018
1243,07-01-2014
1247,20-04-2018
1251,05-04-2017
1252,04-07-2019
1257,22-12-2015
1262,14-10-2018
1263,28-12-2007
1275,27-03-2009
1277,09-02-2012
1279,13-08-2019
1285,28-06-2017
1288,11-01-2018
1290,24-05-1994
1293,20-03-2017
1296,05-11-1981
1297,03-03-2016
1309,04-06-2019
1313,27-08-2017
1316,03-08-2009
1317,02-06-2014
1322,22-04-2018
1323,08-07-2019
1325,30-12-2009
1328,16-02-2003
1329,20-01-2018
1334,28-12-2017
1335,06-10-2011
1336,31-05-2015
1338,17-12-2010
1345,24-05-2019
1346,27-02-2007
1347,27-11-2014
1348,05-07-2019
1349,26-04-2007
1351,17-10-2007
1352,13-02-2013
1353,23-08-2003
1355,05-03-1982
1363,11-04-2004
1364,15-05-2019
1371,03-03-2017
1372,02-02-2016
1374,23-07-2019
1376,20-06-2011
1377,03-08-2013
1379,01-08-2019
1381,06-05-2007
1384,22-06-2013
1394,02-06-2000
1403,13-11-2004
1405,14-01-2019
1408,24-10-2017
1419,08-10-2007
1422,14-02-2018
1424,28-09-2012
1426,19-07-2019
1436,02-02-2018
1438,09-09-2012
1440,28-01-2017
1441,26-10-1990
1443,05-10-2007
1445,14-03-2018
1446,28-08-2012
1448,04-06-1990
1449,26-05-1972
1452,13-01-2018
1454,05-03-2013
1455,16-02-2016
1457,22-11-2009
1464,28-09-1993
1466,30-01-2008
1468,17-09-2018
1475,04-09-2000
1479,28-12-2000
1482,17-01-2002
1483,21-05-2012
1488,10-04-2019
1489,30-04-2016
1490,04-12-1996
1495,18-05-2011
1501,24-12-2002
1503,11-08-2019
1504,29-04-2013
1505,14-09-2017
1509,05-11-2009
1513,20-10-2016
1515,22-08-2015
1517,21-08-2017
1518,15-06-1992
1520,01-02-2016
1521,29-05-2016
1532,29-03-2005
1535,14-05-2012
1537,13-01-2008
1538,25-09-2011
1543,01-11-2002
1546,09-07-2007
1550,16-06-2019
1556,27-01-2003
1558,10-12-2007
1560,13-02-1990
1566,22-10-2006
1567,09-12-2018
1571,08-03-1984
1578,07-08-2006
1582,20-09-2014
1601,15-11-2012
1608,05-11-2010
1609,06-09-2018
1612,20-12-2011
1613,21-01-2018
1614,17-04-2016
1617,01-05-2017
1622,16-04-2017
1626,07-08-2009
1629,12-02-2019
1633,05-04-1978
1634,15-08-2019
1635,08-10-2010
1638,15-07-2002
1639,19-05-2011
1640,06-07-2017
1644,04-11-2018
1646,25-10-2017
1647,25-05-1992
1657,18-03-2016
1662,21-03-2019
1664,23-09-2017
1673,29-07-2019
1674,10-02-2019
1677,31-01-1997
1678,12-11-2014
1679,29-09-1994
1680,20-09-1992
1685,05-11-2005
1686,02-06-2013
1688,03-07-1991
1691,22-07-2019
1696,04-05-2004
1697,26-02-1995
1698,28-09-2018
1699,03-04-2016
1701,21-09-2005
1702,06-02-2015
1704,12-12-1997
1710,04-08-2003
1712,20-12-1998
1713,11-05-2019
1715,25-12-2015
1716,03-08-2016
1718,21-06-1973
1721,15-11-2007
1725,15-06-1998
1727,11-11-2011
1729,08-01-2003
1733,08-10-2010
1736,17-01-2019
1737,16-05-2013
1740,24-08-2018
1745,16-07-2019
1747,03-04-2012
1751,07-07-2019
1753,17-04-2003
1754,05-06-1990
1755,23-12-2018
1757,12-06-2008
1766,13-05-2009
1769,25-06-2006
1773,26-08-2004
1775,22-03-2015
1779,26-11-2017
1780,29-10-1992
1784,15-10-2014
1786,03-10-2005
1788,17-10-2018
1792,13-08-2019
1793,18-05-2000
1795,20-09-2001
1796,02-03-1986
1798,18-05-2019
1799,18-06-1984
1802,14-01-2018
1811,24-08-1996
1812,23-10-2017
1819,07-02-2012
1822,04-03-2016
1825,23-10-2013
1829,04-12-2013
1833,19-03-2017
1839,05-02-2014
1841,08-11-2001
1842,09-03-2015
1850,06-08-2019
1854,14-08-2017
1855,11-05-1999
1856,24-12-2003
1863,24-07-2017
1866,19-09-2011
1870,02-03-2019
1871,11-06-2016
1872,09-07-2017
1873,11-11-2017
1875,03-12-2004
1883,04-07-2017
1891,14-09-2018
1899,30-08-2004
1900,14-06-2016
1901,19-05-2019
1902,21-01-2005
1905,17-10-2015
1911,07-01-2019
1918,16-09-2013
1920,28-05-2019
1921,04-10-1994
1922,09-08-2008
1927,05-03-2009
1930,27-08-2019
1937,26-03-2019
1943,15-09-2003
1944,24-07-2015
1947,17-01-2014
1949,04-06-2019
1951,15-04-2019
1954,17-01-2017
1957,18-10-2016
1959,09-11-2012
1960,18-10-1987
1961,27-05-2008
1969,19-10-2002
1970,23-02-2013
1976,15-08-2011
1977,12-06-2012
1979,06-06-2016
1980,22-01-2014
1981,05-10-2003
1982,07-07-2014
1983,20-09-2018
1985,16-04-2018
1986,24-04-1998
1988,16-04-2010
1995,27-03-2018
1997,23-04-2018
1998,14-01-2008
1999,12-02-2019
2000,25-03-2019
2001,13-11-2006
2002,29-11-2011
2007,12-09-2010
2008,27-05-2008
2009,12-11-1998
2010,25-04-2005
2013,27-11-2001
2014,28-07-2019
2024,13-11-1993
2036,15-11-2016
2044,13-11-2005
2046,06-03-2016
2050,11-02-2019
2052,27-08-2005
2058,22-03-2009
2067,18-11-1995
2072,01-09-2017
2073,15-09-2005
2076,03-03-2019
2080,28-05-2018
2083,21-04-2019
2086,04-07-2016
2089,13-07-1994
2092,09-12-2016
2093,29-09-2018
2096,07-03-2017
2097,16-09-2018
2100,18-06-1976
2102,28-01-2012
2105,29-05-2019
2110,17-01-2019
2116,02-02-2017
2119,10-05-2017
2120,27-11-2018
2125,26-11-1996
2126,23-06-1996
2127,04-07-2019
2130,10-05-2008
2131,05-03-2014
2134,12-02-2015
2140,05-06-1965
2148,05-07-2019
2150,18-02-2019
2160,24-12-2015
2166,06-03-2012
2168,04-05-2014
2169,01-12-1968
2174,07-09-2008
2177,04-06-2015
2178,14-07-2019
2182,04-05-2017
2183,21-11-1987
2187,10-06-2012
2192,01-12-2016
2193,06-06-2004
2199,20-12-2002
2200,22-09-2017
2201,25-03-2007
2202,11-10-2010
2207,14-01-2008
2208,02-12-2014
2209,27-07-1971
2210,29-11-2015
2211,25-04-2012
2212,29-03-1994
2215,18-11-2013
2220,19-06-1996
2221,15-09-1998
2224,25-09-2013
2225,29-04-2019
2226,20-08-2014
2228,17-08-2003
2237,29-04-2011
2239,26-02-2012
2241,30-04-2019
2243,08-10-2008
2248,13-03-2018
2252,01-03-2017
2253,08-12-2015
2254,19-09-2018
2255,22-07-1977
2265,31-03-2015
2266,08-02-2013
2270,17-08-2016
2272,11-08-2019
2274,02-08-2017
2275,03-01-2017
2276,12-02-2007
2277,06-01-2008
2286,23-05-2018
2289,08-11-2018
2294,27-08-2009
2297,03-09-2002
2298,31-08-2018
2304,07-06-2017
2305,29-01-2007
2306,11-08-2011
2308,26-04-2000
2309,07-01-2012
2312,07-08-2019
2313,25-08-2016
2314,04-01-2009
2318,11-06-2019
2321,19-10-2005
2325,04-07-1976
2331,02-03-2011
2338,07-12-2013
2347,19-06-2016
2352,09-01-2011
2353,26-02-2019
2354,01-05-2006
2356,10-06-2007
2362,11-11-2016
2364,22-07-2018
2365,20-06-2005
2366,12-01-2017
2371,18-06-2000
2374,28-06-2019
2377,19-06-2000
2378,28-07-1993
2386,30-08-2019
2387,29-09-2014
2389,16-05-2010
2396,22-08-2016
2398,10-04-2018
2399,25-01-2013
2401,16-11-2018
2405,23-06-2018
2407,29-10-2015
2408,05-03-2008
2415,17-08-2004
2416,20-12-2015
2418,18-02-2019
2419,09-11-2010
2423,04-01-2007
2429,26-09-2018
2430,25-04-2019
2432,10-07-2018
2435,20-05-2017
2438,27-07-2010
2442,29-06-2009
2445,20-01-2008
2449,04-05-2017
2453,03-03-2019
2457,25-10-2015
2463,09-07-2018
2468,10-04-2017
2470,20-05-2003
2471,08-02-2016
2475,09-01-2019
2476,20-01-2012
2478,22-10-1980
2480,06-01-2015
2486,17-09-2016
2490,28-07-2019
2491,16-09-2018
2494,17-05-1991
2495,18-03-2018
2498,11-09-2011
2500,05-05-2010
2507,12-04-2019
2517,02-09-2017
2519,22-05-1990
2532,11-05-2017
2540,01-01-2017
2546,27-12-2014
2557,29-12-2004
2558,22-09-2012
2559,29-01-1998
2562,13-01-2014
2563,08-05-2017
2568,30-05-2011
2570,07-06-1983
2572,21-04-2010
2573,09-05-2019
2582,25-09-1977
2585,30-08-2019
2588,31-03-2015
2597,24-07-2015
2601,16-12-2016
2602,05-06-2019
2604,29-09-1967
2607,14-01-2019
2609,11-07-2017
2612,02-02-2007
2613,17-04-2016
2618,03-07-2006
2619,25-08-2018
2621,07-12-1979
2630,03-05-1999
2631,17-09-2016
2633,11-01-1998
2634,28-08-2019
2635,30-06-2015
2637,05-06-2007
2638,24-02-2013
2640,09-12-2016
2643,24-02-2017
2650,24-08-2012
2653,24-12-2016
2654,28-07-1990
2656,07-06-2008
2658,26-06-2017
2660,27-01-2017
2666,22-11-2003
2668,09-04-2016
2672,18-02-2018
2675,07-08-2016
2676,22-03-2008
2677,09-07-1997
2685,06-01-2014
2691,28-06-2016
2692,08-12-2016
2693,27-08-2002
2695,03-12-1996
2696,06-02-2001
2698,21-07-2012
2700,28-07-2008
2703,29-08-2013
2706,10-04-2017
2709,25-05-2013
2712,21-03-2009
2719,19-05-1999
2720,07-03-1975
2722,18-05-2016
2725,05-12-1997
2730,21-05-1978
2731,29-11-1986
2733,18-11-2003
2735,28-08-2019
2737,23-08-2019
2740,29-09-2018
2742,31-03-2019
2746,25-03-2008
2756,01-01-2017
2758,27-04-2017
2759,15-10-2012
2761,22-05-2013
2763,05-10-2001
2766,23-02-2015
2767,14-04-2004
2771,29-12-2018
2775,18-05-2010
2781,01-01-2017
2788,29-04-2019
2790,20-02-1971
2793,17-08-2019
2795,07-02-2009
2796,10-02-2018
2799,23-09-2010
2800,27-11-2016
2801,19-12-1978
2811,07-08-2019
2812,15-01-1999
2814,05-07-2018
2817,06-11-1992
2820,09-09-2007
2821,20-01-2001
2827,13-09-2018
2829,10-12-2017
2830,26-11-2009
2835,04-08-2000
2839,11-07-2007
2840,27-03-2017
2841,15-12-2013
2847,01-07-2018
2849,22-10-2008
2852,09-05-2019
2857,30-10-2018
2860,28-09-2014
2864,28-02-2016
2869,25-02-2019
2870,25-05-2011
2877,10-03-2013
2878,22-04-2011
2883,10-12-2017
2886,20-03-2005
2887,03-10-2006
2891,09-12-2018
2892,22-11-2018
2894,12-07-2018
2895,21-10-2006
2897,31-07-2018
2907,14-04-2018
2908,02-10-2015
2909,12-10-2006
2910,15-02-2010
2911,23-07-1974
2912,14-10-2012
2922,20-04-2012
2924,17-02-2019
2929,16-11-2008
2931,15-06-2014
2936,18-12-2011
2938,02-12-2018
2942,29-05-2015
2943,21-08-2016
2945,09-12-2014
2958,12-01-2019
2961,09-03-1979
2964,23-07-2019
2966,02-12-2009
2968,28-08-2012
2971,01-03-2012
2973,22-07-1999
2979,19-12-2016
2980,14-02-2018
2986,21-08-2017
2988,21-03-2019
2992,28-02-2017
3000,02-12-2013
3010,11-02-2007
3012,27-09-2013
3013,17-06-2019
3016,11-06-2013
3017,04-05-2019
3031,03-01-2010
3032,05-07-2015
3036,31-01-2019
3037,21-06-2019
3041,15-07-2014
3042,11-08-1996
3047,05-09-1998
3049,27-09-2014
3053,20-03-2018
3054,14-05-2016
3059,04-07-2018
3060,09-08-2007
3062,20-06-2017
3065,22-02-2014
3068,03-07-2015
3069,12-11-2005
3070,17-09-2009
3072,11-05-2014
3073,21-12-2007
3075,09-09-2018
3077,07-02-2002
3080,01-01-2007
3082,09-08-2013
3083,01-04-2011
3084,01-04-1987
3086,16-03-2008
3087,17-06-2012
3089,19-06-2013
3090,11-02-1987
3094,25-12-2009
3096,18-10-2008
3100,30-07-2015
3104,02-03-2005
3106,21-04-2013
3111,03-10-2018
3113,14-07-2017
3115,19-04-2019
3116,02-06-2014
3117,25-01-2018
3118,25-05-2012
3121,06-01-2014
3122,24-12-2008
3123,08-12-1998
3127,28-06-2012
3129,15-02-2017
3135,29-06-2006
3139,10-01-2017
3141,01-05-2014
3142,08-05-2006
3143,15-10-2002
3152,14-10-2008
3154,25-06-2018
3155,31-12-2018
3157,14-05-2019
3161,06-05-2004
3164,04-03-2019
3175,16-07-2018
3177,12-11-2008
3179,16-07-2019
3182,29-05-2019
3183,27-01-1973
3187,28-03-2017
3196,08-04-2010
3197,03-10-2018
3199,11-06-2013
3200,21-07-1967
3206,31-10-2008
3208,10-09-2017
3211,11-03-2003
3212,24-11-2018
3217,21-11-2018
3219,01-06-2013
3220,23-08-1975
3224,14-06-2019
3225,07-06-2019
3227,04-09-2012
3235,01-03-2009
3236,05-06-2017
3237,16-01-2009
3242,13-06-2011
3244,27-09-2010
3245,04-01-2015
3246,04-01-2019
3247,11-05-2017
3249,15-11-2004
3251,20-06-2018
3262,11-03-2015
3264,13-11-2012
3274,01-05-2019
3275,19-09-2011
3280,09-03-1997
3281,05-12-2000
3282,25-03-2003
3283,04-10-2012
3285,29-09-2018
3286,23-01-2008
3287,18-03-2011
3289,14-11-2006
3293,26-07-1991
3294,16-01-2004
3295,30-08-2019
3309,19-08-2018
3313,15-09-2017
3318,17-07-2000
3323,24-12-2015
3325,04-06-1992
3328,12-06-2018
3330,01-08-2015
3331,13-01-1998
3333,05-03-2008
3336,08-09-2005
3337,11-01-2018
3338,23-04-1999
3344,31-07-2012
3345,26-03-2019
3346,23-05-2011
3350,17-04-2018
3351,02-04-2017
3355,05-03-2007
3357,02-05-2016
3359,14-09-2018
3360,11-09-1999
3361,03-03-2003
3363,03-10-2016
3365,07-10-2016
3367,15-10-2015
3368,19-04-2003
3371,18-12-1976
3376,20-04-2015
3380,18-08-1996
3381,16-11-1999
3383,29-07-2014
3388,30-05-2018
3389,12-04-2010
3391,27-10-2011
3400,15-09-1986
3403,07-10-2017
3404,01-03-2017
3411,03-04-2018
3413,30-10-2018
3417,28-03-2019
3421,26-07-2018
3423,05-05-2019
3426,08-07-2019
3427,21-02-2004
3433,04-01-2014
3435,19-12-2017
3438,27-01-2017
3439,30-10-2014
3441,20-03-2019
3450,29-08-2019
3451,27-08-1982
3453,13-04-2007
3454,23-03-2017
3457,11-05-2017
3459,17-04-2019
3466,01-09-2018
3467,30-09-2015
3469,30-07-2014
3472,13-04-2019
3473,24-09-2012
3477,28-03-2019
3485,09-08-2019
3489,16-06-2016
3493,28-10-2013
3496,02-11-2007
3497,12-01-2014
3502,28-04-2016
3504,03-06-2011
3505,02-05-1978
3507,27-08-1978
3509,23-06-2019
3515,21-05-2019
3521,18-12-2013
3522,12-12-2018
3524,19-11-2007
3527,25-02-2014
3534,05-08-2015
3539,17-09-2000
3540,23-07-2009
3541,16-02-2010
3543,08-05-2019
3545,04-08-2019
3546,24-02-2019
3549,28-02-2019
3550,09-06-2001
3554,24-10-2016
3556,30-11-2012
3557,24-09-2014
3558,30-10-2010
3559,27-11-2009
3561,21-03-2019
3564,19-09-2016
3566,08-09-1996
3568,25-05-2012
3571,09-07-2019
3572,08-06-2016
3578,09-06-2019
3582,28-06-2019
3586,02-05-2006
3587,18-05-2010
3593,09-07-2012
3603,29-01-2016
3604,19-08-2014
3605,12-07-2005
3609,01-05-2018
3610,07-08-2017
3611,26-09-2005
3615,24-05-2019
3616,19-08-2018
3623,28-04-2019
3627,02-11-2018
3637,28-01-2019
3642,27-06-2017
3644,20-06-1987
3646,17-02-2013
3651,23-08-2018
3655,22-06-2007
3657,05-11-1994
3658,19-03-2017
3661,17-03-2005
3663,27-03-1981
3667,04-08-2018
3671,03-10-2013
3672,10-09-2017
3681,01-02-2018
3682,26-12-2013
3684,07-08-1998
3685,03-06-2007
3688,14-07-2013
3691,09-06-2014
3693,25-05-2019
3696,12-08-2006
3704,01-05-2012
3706,09-06-2000
3709,20-10-2018
3711,22-06-1987
3715,11-11-2018
3726,29-10-2010
3727,13-07-2006
3729,11-05-2019
3730,15-12-2014
3731,21-01-2008
3733,24-12-2001
3735,22-10-2017
3739,22-06-2006
3741,14-05-2018
3742,01-09-1987
3743,12-05-2017
3744,25-10-1997
3745,27-05-2008
3747,23-11-2013
3751,30-03-2016
3757,20-05-2019
3758,31-08-2015
3759,08-07-2011
3768,27-04-2011
3769,29-05-2019
3774,16-01-2009
3777,06-11-2014
3779,27-03-2019
3784,24-08-2019
3789,15-05-2005
3791,17-08-2017
3792,21-04-2008
3793,20-03-2019
3795,13-10-2017
3797,13-10-2017
3800,18-10-2006
3801,22-08-1986
3803,10-12-1995
3805,31-05-2019
3806,15-05-2017
3808,22-01-2013
3813,22-05-2017
3820,26-08-2015
3824,15-12-1984
3832,14-10-1999
3838,27-05-2019
3840,11-03-2019
3843,01-04-2019
3847,27-10-1987
3849,06-10-2013
3851,06-02-2011
3853,22-08-2014
3854,21-10-1976
3856,17-07-2008
3857,08-04-1989
3864,13-11-2011
3867,30-08-1996
3873,21-05-2016
3877,24-02-2018
3879,04-10-2017
3880,22-10-2013
3881,15-02-2018
3883,28-03-2007
3885,18-01-2017
3888,01-12-2017
3889,29-12-2012
3890,22-03-2000
3892,06-05-2013
3893,18-05-2018
3896,10-11-2004
3900,30-01-2007
3905,07-11-2001
3908,03-03-2016
3918,02-04-2007
3921,26-05-1985
3923,05-08-2007
3924,07-06-2018
3925,02-11-1984
3931,07-01-2019
3934,25-02-2019
3937,26-04-2019
3940,17-07-2018
3942,26-09-2014
3946,16-06-2013
3953,19-07-2015
3954,18-04-2012
3961,08-07-2018
3963,11-09-2018
3970,29-03-2001
3971,22-06-2019
3972,06-01-2017
3973,23-04-2017
3974,01-11-2011
3978,01-07-2019
3981,03-01-2011
3984,15-02-2007
3985,19-07-2009
3992,12-06-2019
3993,23-06-2019
3997,11-08-2019
4002,04-01-2016
4009,17-02-1994
4013,20-05-2015
4014,24-10-1996
4018,27-10-2018
4020,22-05-2019
4024,24-05-2019
4025,06-04-2019
4026,29-04-1995
4028,12-11-1994
4030,28-03-2007
4041,04-09-2003
4042,23-03-2016
4045,19-01-2013
4047,28-10-1987
4048,13-07-2008
4049,28-04-2015
4055,08-05-2019
4057,03-06-1994
4062,13-09-2008
4065,26-02-2019
4068,29-08-2003
4072,20-04-1992
4074,21-07-2019
4082,13-06-2017
4087,07-07-2017
4090,16-10-2010
4099,29-05-2001
4103,27-12-2012
4104,29-10-2011
4105,12-03-2002
4106,27-08-1989
4109,23-09-2011
4112,06-08-2018
4114,18-12-2013
4115,16-12-2011
4116,16-11-1999
4120,21-11-2006
4121,05-01-2018
4122,09-07-2008
4124,23-02-2006
4127,22-12-1992
4132,15-09-1995
4136,30-11-2009
4138,24-04-2011
4140,13-12-2015
4141,09-04-1988
4142,28-08-2019
4147,07-11-2017
4150,12-10-2014
4151,29-08-2019
4157,11-06-2017
4160,06-01-2012
4161,14-04-2006
4163,29-08-2008
4165,12-11-1981
4168,13-11-2012
4173,11-07-2004
4179,23-05-2015
4180,28-01-2008
4187,10-02-2018
4198,14-05-1986
4205,09-04-2017
4206,15-09-1993
4208,27-08-2016
4211,22-01-2007
4217,28-11-2005
4221,13-02-2018
4223,07-06-2013
4230,02-11-2003
4231,12-10-2017
4239,13-01-1984
4241,15-04-2005
4242,08-01-2017
4243,12-04-2016
4244,21-11-1998
4245,01-09-2016
4246,07-11-2017
4247,25-01-2018
4248,12-08-2004
4253,15-11-2010
4256,30-09-2013
4257,29-05-2018
4263,13-06-2019
4264,15-09-2006
4267,22-07-1993
4272,16-06-2002
4273,14-09-2016
4274,30-06-2019
4275,19-03-2017
4278,01-12-2001
4281,12-11-2014
4284,02-05-2016
4289,03-04-2000
4292,23-06-1992
4297,12-03-1997
4299,17-08-2019
4302,12-10-2016
4304,16-09-2012
4306,06-01-2019
4308,12-02-2019
4313,15-01-2018
4316,14-01-2007
4319,11-11-2005
4322,28-02-2011
4327,30-09-1996
4330,16-06-2013
4333,09-09-2018
4334,27-10-1968
4338,02-06-2015
4341,15-05-2019
4347,28-07-2008
4349,22-11-2004
4351,18-01-2019
4353,11-07-2006
4356,13-07-2019
4357,05-08-2019
4358,11-12-2005
4360,02-07-2014
4362,20-03-2015
4363,05-07-2006
4369,18-05-2019
4371,31-05-2002
4374,12-10-2018
4376,07-01-2008
4378,06-08-2008
4379,13-12-2012
4380,23-03-1993
4381,22-05-2018
4382,09-10-2018
4394,20-11-1987
4396,03-02-2013
4398,18-05-2019
4401,02-01-1991
4402,12-03-2018
