pid,rid
289,676
282,677
383,678
37,679
145,680
68,681
183,682
348,683
117,684
412,685
187,686
102,687
55,688
397,689
246,690
238,691
391,692
28,693
85,694
362,695
43,696
426,697
369,698
359,699
270,700
184,701
417,702
261,703
409,704
144,705
350,706
333,707
35,708
249,709
442,710
441,711
96,712
223,713
366,714
271,715
193,716
219,717
304,718
212,719
217,720
94,721
402,722
24,723
420,724
207,725
133,726
353,727
385,728
317,729
51,730
55,731
246,732
158,733
438,734
49,735
145,736
316,737
32,738
238,739
207,740
220,741
105,742
195,743
93,744
163,745
145,746
314,747
442,748
116,749
365,750
287,751
332,752
166,753
23,754
371,755
207,756
437,757
48,758
41,759
394,760
52,761
17,762
80,763
384,764
200,765
275,766
251,767
187,768
124,769
266,770
202,771
348,772
214,773
163,774
348,775
339,776
316,777
63,778
163,779
129,780
235,781
34,782
80,783
93,784
6,785
78,786
160,787
329,788
384,789
54,790
318,791
99,792
316,793
333,794
115,795
319,796
290,797
436,798
349,799
247,800
186,801
281,802
159,803
291,804
182,805
133,806
247,807
188,808
398,809
311,810
236,811
307,812
194,813
155,814
100,815
204,816
378,817
149,818
270,819
429,820
16,821
358,822
263,823
169,824
12,825
141,826
309,827
275,828
267,829
412,830
28,831
286,832
175,833
370,834
235,835
437,836
409,837
142,838
130,839
282,840
216,841
282,842
339,843
339,844
446,845
43,846
399,847
319,848
162,849
224,850
89,851
97,852
229,853
410,854
32,855
180,856
197,857
404,858
29,859
387,860
206,861
280,862
192,863
40,864
322,865
394,866
360,867
401,868
306,869
279,870
98,871
250,872
124,873
203,874
123,875
289,876
233,877
214,878
250,879
153,880
150,881
347,882
226,883
351,884
346,885
404,886
199,887
212,888
280,889
334,890
374,891
307,892
87,893
314,894
129,895
196,896
19,897
339,898
342,899
9,900
409,901
438,902
337,903
422,904
138,905
136,906
272,907
351,908
272,909
154,910
280,911
334,912
186,913
421,914
449,915
182,916
191,917
232,918
207,919
411,920
252,921
309,922
140,923
388,924
179,925
183,926
289,927
183,928
309,929
439,930
196,931
169,932
300,933
364,934
220,935
7,936
233,937
443,938
169,939
62,940
183,941
311,942
221,943
260,944
416,945
263,946
326,947
139,948
222,949
233,950
280,951
18,952
16,953
240,954
98,955
70,956
335,957
103,958
372,959
180,960
382,961
439,962
317,963
368,964
127,965
204,966
285,967
11,968
380,969
177,970
322,971
436,972
169,973
254,974
307,975
53,976
33,977
423,978
170,979
409,980
254,981
318,982
8,983
428,984
251,985
111,986
127,987
261,988
74,989
172,990
203,991
227,992
262,993
48,994
438,995
336,996
44,997
193,998
422,999
4,1000
306,1001
296,1002
314,1003
46,1004
137,1005
411,1006
335,1007
58,1008
384,1009
154,1010
128,1011
54,1012
290,1013
388,1014
91,1015
401,1016
251,1017
342,1018
127,1019
433,1020
436,1021
181,1022
332,1023
448,1024
370,1025
271,1026
240,1027
317,1028
74,1029
320,1030
3,1031
61,1032
154,1033
144,1034
73,1035
16,1036
212,1037
317,1038
294,1039
60,1040
230,1041
317,1042
255,1043
387,1044
290,1045
17,1046
52,1047
258,1048
206,1049
318,1050
27,1051
108,1052
81,1053
411,1054
299,1055
37,1056
280,1057
170,1058
278,1059
43,1060
348,1061
206,1062
140,1063
160,1064
382,1065
178,1066
273,1067
225,1068
249,1069
163,1070
113,1071
166,1072
3,1073
221,1074
399,1075
437,1076
15,1077
111,1078
276,1079
87,1080
428,1081
89,1082
195,1083
167,1084
225,1085
430,1086
151,1087
205,1088
262,1089
326,1090
8,1091
427,1092
52,1093
164,1094
288,1095
372,1096
386,1097
254,1098
14,1099
309,1100
378,1101
290,1102
200,1103
280,1104
217,1105
79,1106
157,1107
286,1108
141,1109
129,1110
157,1111
24,1112
355,1113
125,1114
196,1115
149,1116
123,1117
279,1118
20,1119
275,1120
74,1121
20,1122
59,1123
131,1124
23,1125
313,1126
116,1127
56,1128
145,1129
53,1130
102,1131
192,1132
352,1133
242,1134
186,1135
192,1136
105,1137
319,1138
47,1139
229,1140
418,1141
214,1142
175,1143
277,1144
423,1145
230,1146
386,1147
385,1148
289,1149
134,1150
145,1151
424,1152
66,1153
175,1154
329,1155
295,1156
421,1157
389,1158
290,1159
29,1160
263,1161
418,1162
42,1163
130,1164
350,1165
317,1166
282,1167
233,1168
258,1169
289,1170
108,1171
26,1172
82,1173
30,1174
324,1175
64,1176
411,1177
59,1178
114,1179
7,1180
247,1181
260,1182
395,1183
174,1184
350,1185
405,1186
445,1187
3,1188
288,1189
63,1190
365,1191
110,1192
13,1193
290,1194
330,1195
309,1196
287,1197
286,1198
22,1199
344,1200
274,1201
317,1202
122,1203
383,1204
338,1205
189,1206
8,1207
288,1208
313,1209
409,1210
310,1211
299,1212
79,1213
217,1214
362,1215
406,1216
82,1217
232,1218
104,1219
313,1220
3,1221
442,1222
336,1223
21,1224
166,1225
163,1226
447,1227
329,1228
313,1229
90,1230
146,1231
57,1232
414,1233
309,1234
436,1235
181,1236
450,1237
136,1238
133,1239
42,1240
129,1241
59,1242
405,1243
270,1244
327,1245
337,1246
332,1247
296,1248
74,1249
161,1250
288,1251
250,1252
148,1253
388,1254
195,1255
207,1256
210,1257
239,1258
56,1259
400,1260
33,1261
386,1262
185,1263
317,1264
145,1265
241,1266
406,1267
83,1268
410,1269
138,1270
76,1271
321,1272
102,1273
367,1274
160,1275
54,1276
378,1277
235,1278
383,1279
172,1280
301,1281
143,1282
354,1283
141,1284
283,1285
386,1286
403,1287
356,1288
429,1289
442,1290
17,1291
367,1292
30,1293
184,1294
398,1295
26,1296
321,1297
340,1298
94,1299
443,1300
237,1301
90,1302
18,1303
38,1304
277,1305
300,1306
218,1307
117,1308
271,1309
125,1310
406,1311
355,1312
392,1313
332,1314
112,1315
136,1316
50,1317
119,1318
406,1319
148,1320
144,1321
200,1322
133,1323
348,1324
385,1325
348,1326
354,1327
101,1328
108,1329
202,1330
203,1331
265,1332
363,1333
174,1334
68,1335
373,1336
77,1337
269,1338
287,1339
178,1340
125,1341
271,1342
137,1343
194,1344
215,1345
24,1346
126,1347
117,1348
123,1349
209,1350
185,1351
247,1352
16,1353
338,1354
229,1355
189,1356
263,1357
326,1358
235,1359
444,1360
254,1361
430,1362
223,1363
229,1364
50,1365
234,1366
117,1367
450,1368
448,1369
378,1370
126,1371
290,1372
175,1373
168,1374
192,1375
188,1376
52,1377
39,1378
128,1379
255,1380
260,1381
294,1382
39,1383
315,1384
22,1385
280,1386
427,1387
143,1388
133,1389
333,1390
366,1391
109,1392
245,1393
258,1394
297,1395
438,1396
156,1397
331,1398
263,1399
302,1400
74,1401
183,1402
126,1403
72,1404
161,1405
124,1406
138,1407
102,1408
96,1409
16,1410
315,1411
158,1412
31,1413
262,1414
194,1415
121,1416
158,1417
299,1418
224,1419
211,1420
198,1421
308,1422
172,1423
237,1424
39,1425
434,1426
20,1427
4,1428
267,1429
356,1430
116,1431
410,1432
414,1433
345,1434
127,1435
247,1436
378,1437
70,1438
383,1439
226,1440
50,1441
323,1442
134,1443
401,1444
285,1445
427,1446
46,1447
156,1448
56,1449
71,1450
302,1451
233,1452
198,1453
16,1454
122,1455
237,1456
379,1457
113,1458
109,1459
26,1460
430,1461
407,1462
26,1463
263,1464
88,1465
203,1466
126,1467
228,1468
238,1469
439,1470
332,1471
156,1472
39,1473
168,1474
282,1475
295,1476
228,1477
417,1478
40,1479
47,1480
109,1481
287,1482
366,1483
147,1484
291,1485
125,1486
104,1487
3,1488
134,1489
121,1490
449,1491
319,1492
371,1493
311,1494
297,1495
315,1496
68,1497
335,1498
330,1499
168,1500
273,1501
360,1502
66,1503
67,1504
249,1505
357,1506
145,1507
422,1508
120,1509
117,1510
5,1511
386,1512
392,1513
154,1514
267,1515
12,1516
112,1517
102,1518
197,1519
267,1520
442,1521
377,1522
127,1523
80,1524
118,1525
359,1526
207,1527
271,1528
439,1529
220,1530
87,1531
362,1532
448,1533
219,1534
38,1535
373,1536
346,1537
58,1538
37,1539
103,1540
230,1541
60,1542
24,1543
62,1544
16,1545
224,1546
145,1547
450,1548
252,1549
162,1550
175,1551
318,1552
402,1553
252,1554
222,1555
426,1556
277,1557
281,1558
164,1559
362,1560
262,1561
3,1562
214,1563
197,1564
288,1565
444,1566
385,1567
367,1568
105,1569
273,1570
5,1571
278,1572
239,1573
123,1574
431,1575
84,1576
11,1577
91,1578
377,1579
177,1580
90,1581
57,1582
189,1583
10,1584
112,1585
418,1586
190,1587
338,1588
206,1589
181,1590
4,1591
82,1592
152,1593
104,1594
416,1595
347,1596
290,1597
141,1598
125,1599
107,1600
182,1601
100,1602
229,1603
367,1604
97,1605
305,1606
128,1607
388,1608
100,1609
21,1610
278,1611
297,1612
108,1613
232,1614
356,1615
333,1616
287,1617
291,1618
78,1619
132,1620
207,1621
205,1622
16,1623
57,1624
342,1625
254,1626
135,1627
406,1628
188,1629
46,1630
20,1631
30,1632
230,1633
58,1634
87,1635
235,1636
371,1637
407,1638
93,1639
14,1640
15,1641
36,1642
310,1643
311,1644
41,1645
414,1646
123,1647
141,1648
405,1649
21,1650
356,1651
448,1652
304,1653
185,1654
71,1655
273,1656
60,1657
248,1658
219,1659
215,1660
431,1661
334,1662
303,1663
122,1664
251,1665
241,1666
406,1667
21,1668
155,1669
407,1670
117,1671
303,1672
288,1673
340,1674
398,1675
116,1676
184,1677
332,1678
28,1679
28,1680
132,1681
225,1682
429,1683
10,1684
205,1685
32,1686
79,1687
175,1688
209,1689
48,1690
310,1691
427,1692
123,1693
312,1694
246,1695
320,1696
339,1697
299,1698
332,1699
233,1700
191,1701
344,1702
130,1703
343,1704
225,1705
234,1706
197,1707
20,1708
67,1709
121,1710
17,1711
187,1712
21,1713
410,1714
284,1715
284,1716
324,1717
258,1718
318,1719
102,1720
414,1721
346,1722
389,1723
333,1724
439,1725
366,1726
254,1727
278,1728
177,1729
31,1730
11,1731
401,1732
444,1733
387,1734
406,1735
390,1736
156,1737
118,1738
371,1739
273,1740
74,1741
16,1742
15,1743
389,1744
178,1745
245,1746
441,1747
442,1748
307,1749
154,1750
375,1751
169,1752
278,1753
94,1754
57,1755
407,1756
209,1757
335,1758
223,1759
273,1760
161,1761
348,1762
95,1763
330,1764
30,1765
175,1766
446,1767
42,1768
429,1769
111,1770
125,1771
148,1772
191,1773
274,1774
103,1775
275,1776
254,1777
328,1778
359,1779
10,1780
129,1781
10,1782
174,1783
38,1784
261,1785
436,1786
401,1787
70,1788
170,1789
63,1790
131,1791
222,1792
305,1793
291,1794
413,1795
319,1796
428,1797
204,1798
77,1799
223,1800
22,1801
314,1802
199,1803
296,1804
232,1805
313,1806
333,1807
314,1808
62,1809
114,1810
69,1811
222,1812
129,1813
369,1814
46,1815
3,1816
312,1817
39,1818
449,1819
32,1820
50,1821
289,1822
144,1823
417,1824
110,1825
129,1826
398,1827
183,1828
73,1829
408,1830
95,1831
270,1832
367,1833
295,1834
337,1835
41,1836
349,1837
3,1838
176,1839
360,1840
108,1841
256,1842
110,1843
177,1844
383,1845
7,1846
81,1847
321,1848
284,1849
249,1850
394,1851
156,1852
329,1853
186,1854
301,1855
337,1856
105,1857
264,1858
184,1859
385,1860
51,1861
393,1862
237,1863
64,1864
38,1865
252,1866
173,1867
7,1868
434,1869
163,1870
381,1871
300,1872
428,1873
424,1874
71,1875
93,1876
433,1877
219,1878
442,1879
311,1880
389,1881
213,1882
231,1883
56,1884
366,1885
284,1886
382,1887
199,1888
183,1889
358,1890
91,1891
217,1892
303,1893
197,1894
220,1895
288,1896
290,1897
104,1898
223,1899
142,1900
352,1901
403,1902
101,1903
136,1904
30,1905
25,1906
267,1907
53,1908
82,1909
422,1910
8,1911
101,1912
446,1913
334,1914
151,1915
52,1916
71,1917
117,1918
141,1919
415,1920
380,1921
275,1922
269,1923
392,1924
188,1925
227,1926
390,1927
336,1928
145,1929
240,1930
383,1931
81,1932
49,1933
331,1934
44,1935
8,1936
440,1937
169,1938
398,1939
385,1940
178,1941
169,1942
159,1943
80,1944
241,1945
100,1946
63,1947
14,1948
62,1949
32,1950
428,1951
29,1952
16,1953
387,1954
124,1955
15,1956
436,1957
205,1958
173,1959
395,1960
41,1961
406,1962
243,1963
25,1964
290,1965
14,1966
365,1967
406,1968
273,1969
13,1970
226,1971
224,1972
54,1973
399,1974
6,1975
356,1976
71,1977
108,1978
86,1979
165,1980
99,1981
377,1982
369,1983
271,1984
60,1985
427,1986
11,1987
434,1988
414,1989
236,1990
202,1991
389,1992
247,1993
153,1994
20,1995
417,1996
338,1997
39,1998
373,1999
141,2000
322,2001
377,2002
287,2003
191,2004
96,2005
101,2006
429,2007
51,2008
240,2009
224,2010
273,2011
322,2012
41,2013
373,2014
373,2015
407,2016
345,2017
100,2018
85,2019
87,2020
25,2021
350,2022
69,2023
153,2024
326,2025
91,2026
148,2027
367,2028
144,2029
309,2030
33,2031
450,2032
248,2033
165,2034
263,2035
422,2036
192,2037
271,2038
263,2039
17,2040
397,2041
354,2042
112,2043
101,2044
240,2045
357,2046
279,2047
3,2048
14,2049
278,2050
54,2051
8,2052
139,2053
30,2054
236,2055
335,2056
184,2057
283,2058
376,2059
193,2060
343,2061
213,2062
411,2063
341,2064
332,2065
351,2066
144,2067
331,2068
226,2069
220,2070
125,2071
242,2072
89,2073
201,2074
181,2075
386,2076
152,2077
371,2078
228,2079
436,2080
346,2081
381,2082
250,2083
96,2084
450,2085
228,2086
235,2087
231,2088
315,2089
226,2090
57,2091
285,2092
103,2093
255,2094
105,2095
207,2096
156,2097
245,2098
271,2099
413,2100
166,2101
297,2102
1,2103
200,2104
404,2105
88,2106
277,2107
374,2108
344,2109
364,2110
386,2111
112,2112
219,2113
78,2114
171,2115
48,2116
319,2117
272,2118
82,2119
192,2120
406,2121
283,2122
299,2123
308,2124
148,2125
107,2126
134,2127
111,2128
13,2129
76,2130
374,2131
408,2132
137,2133
231,2134
359,2135
401,2136
230,2137
207,2138
135,2139
51,2140
161,2141
62,2142
250,2143
97,2144
296,2145
411,2146
161,2147
112,2148
166,2149
63,2150
10,2151
41,2152
266,2153
53,2154
123,2155
83,2156
436,2157
141,2158
202,2159
259,2160
79,2161
444,2162
425,2163
112,2164
287,2165
15,2166
20,2167
65,2168
426,2169
374,2170
304,2171
224,2172
207,2173
155,2174
189,2175
47,2176
336,2177
58,2178
267,2179
172,2180
191,2181
357,2182
290,2183
266,2184
401,2185
283,2186
384,2187
236,2188
369,2189
203,2190
445,2191
292,2192
443,2193
95,2194
291,2195
19,2196
309,2197
163,2198
414,2199
264,2200
393,2201
424,2202
10,2203
193,2204
35,2205
125,2206
157,2207
242,2208
346,2209
41,2210
15,2211
429,2212
382,2213
42,2214
232,2215
98,2216
203,2217
91,2218
293,2219
322,2220
177,2221
98,2222
316,2223
288,2224
146,2225
289,2226
151,2227
111,2228
288,2229
108,2230
299,2231
122,2232
289,2233
415,2234
394,2235
302,2236
346,2237
158,2238
25,2239
356,2240
82,2241
138,2242
146,2243
119,2244
241,2245
368,2246
385,2247
45,2248
398,2249
300,2250
78,2251
184,2252
274,2253
258,2254
48,2255
245,2256
345,2257
249,2258
93,2259
281,2260
184,2261
362,2262
345,2263
160,2264
432,2265
22,2266
138,2267
232,2268
188,2269
351,2270
270,2271
12,2272
227,2273
419,2274
396,2275
269,2276
378,2277
59,2278
178,2279
24,2280
48,2281
249,2282
284,2283
420,2284
426,2285
3,2286
248,2287
128,2288
308,2289
433,2290
358,2291
62,2292
38,2293
399,2294
29,2295
141,2296
264,2297
176,2298
258,2299
15,2300
97,2301
183,2302
149,2303
327,2304
254,2305
207,2306
21,2307
161,2308
402,2309
423,2310
167,2311
249,2312
46,2313
272,2314
3,2315
158,2316
335,2317
441,2318
313,2319
246,2320
104,2321
136,2322
431,2323
185,2324
411,2325
342,2326
360,2327
18,2328
69,2329
325,2330
261,2331
49,2332
122,2333
106,2334
1,2335
130,2336
11,2337
337,2338
92,2339
228,2340
267,2341
393,2342
183,2343
120,2344
30,2345
142,2346
46,2347
207,2348
323,2349
450,2350
385,2351
432,2352
363,2353
199,2354
414,2355
11,2356
338,2357
116,2358
50,2359
108,2360
55,2361
181,2362
56,2363
431,2364
100,2365
234,2366
294,2367
363,2368
251,2369
288,2370
138,2371
184,2372
402,2373
125,2374
145,2375
332,2376
159,2377
55,2378
97,2379
209,2380
7,2381
440,2382
306,2383
226,2384
93,2385
297,2386
287,2387
374,2388
355,2389
361,2390
154,2391
144,2392
97,2393
204,2394
57,2395
381,2396
283,2397
351,2398
353,2399
13,2400
135,2401
421,2402
400,2403
438,2404
357,2405
299,2406
81,2407
237,2408
360,2409
199,2410
4,2411
124,2412
396,2413
370,2414
126,2415
187,2416
406,2417
280,2418
79,2419
151,2420
33,2421
270,2422
239,2423
5,2424
114,2425
179,2426
123,2427
43,2428
143,2429
357,2430
348,2431
192,2432
215,2433
76,2434
76,2435
330,2436
336,2437
5,2438
206,2439
167,2440
72,2441
445,2442
407,2443
312,2444
160,2445
342,2446
411,2447
198,2448
119,2449
279,2450
277,2451
48,2452
397,2453
285,2454
214,2455
302,2456
293,2457
192,2458
100,2459
168,2460
211,2461
432,2462
119,2463
244,2464
17,2465
88,2466
348,2467
143,2468
382,2469
77,2470
384,2471
226,2472
324,2473
325,2474
215,2475
431,2476
421,2477
207,2478
263,2479
285,2480
388,2481
326,2482
198,2483
351,2484
254,2485
60,2486
217,2487
276,2488
6,2489
295,2490
105,2491
36,2492
343,2493
439,2494
216,2495
358,2496
202,2497
340,2498
422,2499
446,2500
224,2501
304,2502
284,2503
181,2504
257,2505
447,2506
187,2507
368,2508
403,2509
46,2510
439,2511
21,2512
421,2513
449,2514
268,2515
83,2516
131,2517
272,2518
42,2519
281,2520
402,2521
242,2522
92,2523
385,2524
177,2525
140,2526
268,2527
242,2528
121,2529
242,2530
290,2531
160,2532
111,2533
354,2534
95,2535
98,2536
6,2537
398,2538
42,2539
27,2540
379,2541
228,2542
193,2543
153,2544
442,2545
243,2546
47,2547
231,2548
392,2549
324,2550
104,2551
211,2552
268,2553
85,2554
209,2555
263,2556
199,2557
327,2558
423,2559
56,2560
167,2561
237,2562
203,2563
87,2564
137,2565
384,2566
175,2567
2,2568
406,2569
78,2570
92,2571
92,2572
142,2573
166,2574
223,2575
377,2576
437,2577
339,2578
428,2579
427,2580
372,2581
338,2582
331,2583
270,2584
52,2585
446,2586
169,2587
187,2588
280,2589
150,2590
35,2591
376,2592
254,2593
26,2594
163,2595
129,2596
1,2597
135,2598
254,2599
196,2600
336,2601
351,2602
155,2603
315,2604
66,2605
298,2606
230,2607
136,2608
186,2609
319,2610
263,2611
282,2612
107,2613
44,2614
408,2615
207,2616
120,2617
169,2618
222,2619
162,2620
155,2621
226,2622
444,2623
47,2624
273,2625
227,2626
184,2627
51,2628
53,2629
357,2630
259,2631
271,2632
101,2633
35,2634
357,2635
396,2636
167,2637
334,2638
146,2639
196,2640
146,2641
195,2642
374,2643
323,2644
121,2645
47,2646
42,2647
261,2648
162,2649
153,2650
12,2651
400,2652
72,2653
16,2654
196,2655
306,2656
345,2657
268,2658
177,2659
175,2660
295,2661
8,2662
59,2663
344,2664
351,2665
266,2666
110,2667
89,2668
6,2669
1,2670
60,2671
20,2672
187,2673
102,2674
25,2675
426,2676
350,2677
292,2678
229,2679
416,2680
299,2681
172,2682
53,2683
255,2684
401,2685
80,2686
152,2687
300,2688
379,2689
441,2690
322,2691
373,2692
105,2693
416,2694
142,2695
27,2696
169,2697
362,2698
27,2699
99,2700
388,2701
14,2702
295,2703
372,2704
371,2705
242,2706
293,2707
351,2708
42,2709
221,2710
378,2711
61,2712
283,2713
132,2714
247,2715
154,2716
418,2717
280,2718
37,2719
53,2720
49,2721
68,2722
137,2723
442,2724
202,2725
433,2726
281,2727
443,2728
358,2729
218,2730
57,2731
224,2732
40,2733
103,2734
16,2735
411,2736
319,2737
11,2738
104,2739
409,2740
35,2741
14,2742
150,2743
107,2744
432,2745
74,2746
261,2747
340,2748
247,2749
246,2750
264,2751
396,2752
414,2753
348,2754
101,2755
144,2756
388,2757
349,2758
14,2759
441,2760
126,2761
252,2762
407,2763
173,2764
342,2765
117,2766
237,2767
341,2768
135,2769
80,2770
317,2771
89,2772
399,2773
412,2774
279,2775
103,2776
162,2777
89,2778
338,2779
132,2780
64,2781
347,2782
263,2783
284,2784
359,2785
307,2786
262,2787
238,2788
24,2789
72,2790
253,2791
438,2792
287,2793
188,2794
157,2795
44,2796
99,2797
210,2798
137,2799
201,2800
206,2801
402,2802
368,2803
100,2804
105,2805
212,2806
94,2807
411,2808
186,2809
301,2810
90,2811
44,2812
156,2813
334,2814
172,2815
384,2816
403,2817
166,2818
311,2819
170,2820
382,2821
303,2822
208,2823
243,2824
89,2825
233,2826
52,2827
126,2828
320,2829
17,2830
165,2831
437,2832
268,2833
322,2834
135,2835
254,2836
134,2837
81,2838
4,2839
294,2840
218,2841
232,2842
193,2843
257,2844
390,2845
254,2846
308,2847
349,2848
362,2849
220,2850
52,2851
294,2852
238,2853
399,2854
238,2855
120,2856
140,2857
292,2858
297,2859
174,2860
147,2861
242,2862
353,2863
132,2864
217,2865
259,2866
130,2867
51,2868
176,2869
174,2870
308,2871
311,2872
111,2873
431,2874
22,2875
34,2876
77,2877
326,2878
292,2879
434,2880
242,2881
289,2882
393,2883
401,2884
393,2885
393,2886
32,2887
365,2888
3,2889
52,2890
58,2891
275,2892
135,2893
254,2894
11,2895
22,2896
84,2897
226,2898
364,2899
118,2900
263,2901
158,2902
402,2903
167,2904
312,2905
300,2906
377,2907
406,2908
79,2909
441,2910
5,2911
26,2912
426,2913
280,2914
90,2915
348,2916
289,2917
357,2918
190,2919
211,2920
367,2921
23,2922
256,2923
199,2924
277,2925
202,2926
94,2927
173,2928
379,2929
197,2930
141,2931
67,2932
92,2933
245,2934
135,2935
227,2936
250,2937
303,2938
58,2939
156,2940
396,2941
88,2942
363,2943
72,2944
240,2945
256,2946
253,2947
448,2948
97,2949
342,2950
53,2951
357,2952
305,2953
187,2954
200,2955
208,2956
38,2957
442,2958
289,2959
173,2960
300,2961
248,2962
123,2963
286,2964
173,2965
437,2966
204,2967
381,2968
374,2969
82,2970
34,2971
411,2972
40,2973
362,2974
261,2975
435,2976
28,2977
272,2978
410,2979
219,2980
444,2981
372,2982
38,2983
6,2984
178,2985
3,2986
311,2987
10,2988
432,2989
36,2990
150,2991
105,2992
248,2993
289,2994
129,2995
265,2996
330,2997
